,tweets,sentiment_analysis
916,I ' just watched episode S06 | E04 of !,neutral
917,Out of pity ? it sound like she ' s,positive
918,Out of pity ? it sound like she ' s,positive
919,I see a few about it with LuciferSeason7 and,neutral
920,Holding back all the . pleading All those from a single look . His . sob It ' s all in the . Forever in …,negative
921,"This hug !! pleadingpleadingsobsob just cradling her head and Maze just falling into the hug . weary That ' s , I ' t need my h …",positive
922,I think their hurt the most . sobpleading SO many ! From Maze giving him her blade to their whole conversation …,negative
923,He ' t be without at least one of those . winksmirk That ' s our . And we ' t have him any …,neutral
924,Today is my Daughter 36th birthday it would really be a gift if the cast of her a happy …,positive
925,There ' s no one he ' d rather have in his arms ... in flight or otherwise . pleadingheart eyessmiling imp LuciferSeason6,negative
926,It ’ s making me sad watching season 6 knowing it ’ s the final season sobsmiling imp LuciferSeason6,negative
927,The are absolutely GORGEOUS !! heart eyessmiling imp The hope & ; relief in his . Beautiful work !! No surprise there . smiling face with three hearts…,positive
928,– Crucifix ( I Burn For You ) ( OFFICIAL VIDEO ),neutral
929,"You can feel his determination . pleading SO many ! Excellent work , as always . heartheart Lucitober2021 …",positive
930,Also :,neutral
931,In the beginning was chaos and confusion and is responsible for the first sin to enter the …,negative
932,⛧⛧ Invoke Forbidden Power !⛧⛧🡆⛧ SPELL OF THE OVERLORD ILLUMINATI BLACK WITCHERY ⛧ illuminati …,negative
933,add & ; audio . For below dark …,neutral
934,’ s performance of Wicked Game left me speechless . The guy is so talented … OK hand light skin tone.,positive
935,": Come on , I ’ t that drunk last night . Dan : You were flirting with . : So what ? He ' s my …",negative
936,"I think it ' s a great idea to have a chapter 2 of the Saga Rory , and leading the charge to c …",positive
937,What are your top 5 ? Mine are : - - - Atypical - -…,positive
938,The daily request .winkkissing heart heartsmiling imp( If these awesome cast and crew are up for the challenge some …,positive
939,is so damn good . The scene in season five with him and Maze where they talk about her a soul was deep,positive
940,Good afternoon heart wish y ' all a fabulous heart …,positive
941,I ' just watched episode S05 | E12 of !,neutral
942,"EXCLUSIVE : on Lucifer2 with : “ Hopefully , we will take it on by mid next year ”. The …",positive
943,Guess which are these come from ?kissing heartkissing heart LuciferSeason6 …,positive
944,- Crucifix ( I Burn For You ) ( OFFICIAL VIDEO ) Watch here Follow …,neutral
945,I ' just watched episode S04 | E07 of !,neutral
946,I ' just watched episode S04 | E06 of !,neutral
947,I ' just watched episode S06 | E10 of ! ?,neutral
948,"bourg I understand what you say . But in this case , they make …",neutral
949,", the art you ' re doing for is ... . I . LOVE . It . ALL .",positive
950,", help me wish Happy birthday to ! You ' recognize him from as a …",positive
951,You alright there ?apple Another with …,positive
952,"“ Never fear , fun brother is here ” smiling imp LuciferSeason6 …",positive
953,The final season of was good !clapping hands medium dark skin toneclapping hands medium dark skin tone going to miss the show so much cry,negative
954,"I ' m dig ' n in , * cracking sound * see I can type like that too , don ' t be fool ' d up by a Gangster , posing as J …",negative
955,I ' just watched episode S05 | E10 of !,neutral
956,"EXCLUSIVE : on Lucifer2 with : “ Hopefully , we will take it on by mid next year ”. The …",positive
957,beginner Top Distributor 1 ⃣ *fire 2 ⃣ Baahubali2 3 ⃣ beginner Top Show Count 1 ⃣…,positive
958,5YearsOfIHPulimurugan beginner Top 1 ⃣ *fire 2 ⃣ 3 ⃣ beginner Top …,positive
959,and last night,neutral
960,Hi !blush I would like to share with you a beautiful version of “ I a Dream ” with which I have fell in …,positive
961,day 7 ... ... why not ? & ; 3 …,neutral
962,My history with : S1 - S2 - Hooked S3 – Totally s …,neutral
963,"I just "" Bridge over water "" again and it ' s so amazing like I literally tearing up …",positive
964,I ' just watched episode S04 | E05 of !,neutral
965,"TEMPLE OF SATAN / BRAZIL - new message , read the image below : satan satanic demon …",neutral
966,"Today ' s lucitober2021 Something & ; fun , & ; oil on pastel paper . 7 . Feather A highlight of …",positive
967,and alien …,neutral
968,I need to focus to my next works And about I just begin an edit about Rory and red heart Stay tuned,neutral
969,", pointing : May I sit there ? : That ' s my lap : That ' t answer my question , .",neutral
970,I ' just watched episode S06 | E01 of !,neutral
971,I respect who want a movie to make ending better but personally I am trying to forget about the whole …,positive
972,bourg In his final argument he that destiny is the result of o …,negative
973,Good morning and have a nice day heart,positive
974,"I respect everyone new moon with face , this is my way",positive
975,And the fact he used it on the final fight when were trying to save their daughter ❤‍🩹 …,positive
976,come on all the cast are magnificent and hot LuciferSeason6,positive
977,"in her I find yours , and now that she is in my arms I feel your presence next to me , next to us my love .. and …",positive
978,agree many agree too,positive
979,‚ leaves and little . They fill her heart with hope .‘ relieved ‚ Hope ‘ and ‚ Feather ‘ …,positive
980,dude ' s thread,neutral
981,I ' just watched episode S06 | E06 of !,neutral
982,+1 on : king of hell status | attitude status,negative
983,sorry but that all sense to me how can you blame a character for being in pain and wanting to stop th …,negative
984,I just that don ' t make sense in the end regarding Vincent - basically it was who put the …,neutral
985,A short tale of the devil ' s three in literature ... Satan TED,negative
986,I ' just watched episode S06 | E05 of !,neutral
987,I ' just watched episode S06 | E10,neutral
988,Same energy . joyrofljoyrofljoyrofl Dreamer,positive
989,"ask me :” what is it that you truly desire ?”. again and again , you don ' t know",positive
990,A little & ;,neutral
991,add & ; audio . For below dark …,neutral
992,Day 6 : Hope … for a day with the people you love the most … Lucitober2021 pleadingheart …,positive
993,season 6 was the best season yet and only had 10 . Such a shame . really don ' t make sense .…,positive
994,Good,positive
995,"If I were in a Hell loop , I ’ d know what mine would be",negative
996,to this hilarious moment thanks to & ; a …,positive
997,From the first we seen him to the last time . sneezing faceweary …,neutral
998,All my sparkling heartsmiling imp ~ ~ ~ cartoon LuciferSeason6 …,positive
999,Because I am and you are an old dude with a beard . god hot,positive
1000,I ' just watched episode S06 | E10 of !,neutral
1001,being a parent . Rory LuciferSeason6,neutral
1002,I still want to know if she ’ s been in his sock drawer ! smiling imp,positive
1003,we ’ t know you did an episode of !!! We always squeal when we see you !!!,neutral
1004,got to the episode of that in 3x20 . And it ’ s really the same actor !,neutral
1005,I ' just watched episode S01 | E04 of !,neutral
1006,", this coming up soon w & ; ! There ' s also a by …",neutral
1007,I ' just watched episode S06 | E06 ( A Lot Than That ) of !,neutral
1008,I ' just watched episode S06 | E05 ( The Murder of ) of ! …,negative
1009,I ' just watched episode S06 | E04 ( Pin the Tail on the Daddy ) of !,neutral
1010,Less10 devil bringer of light who think this is the enlightenment of humanity become …,negative
1011,“ I ’ m get her back !” Day 6 : Hope Lucitober2021 …,positive
1012,Crying my out at . Why Dan sob,negative
1013,Some never change smiling face with three heartssmiling face with three heartssmiling face with three hearts,negative
1014,Have you that all the people we saw in hell were ?,negative
1015,I ' been y ’ all of : S05 | E16 of !,neutral
1016,I ’ m halfway season 10 of and I see how are a fan of that show joyrofljoy,positive
1017,I LOVE Sad it ended . Glad it . Repost,positive
1018,", I really cried hard to the episode where Dan pleading",negative
1019,"6x05 "" The Murder of "" ★★★★★★★☆☆☆",negative
1020,Here ' s your daily random dose of ! arrow right arrow right Multiverse,neutral
1021,BOLLA67 PHOTOGRAPHY ART SATAN HORROR TERROR EVIL SCARY CREEPY …,negative
1022,[ Update ] hatching chick on k one0418 NOIR UP THE SKY …,neutral
1023,pensivesmiling imp I ’ miss the show and the cast so much thank you for this amazing show to life sparkles…,positive
1024,How telling that there ' s no surge of for after LuciferSeason6 like there used to be after the p …,positive
1025,not learning about toxic masculinity joyjoyjoy me rofl,positive
1026,The Real Truth about religion,positive
1027,zap peacock ’ s is truly a magical and powerful combination of . HAIL …,positive
1028,Good night Thank you for on telegram of,positive
1029,Mind Blowing E . A . live chat wed 10 - 6 - 21 ... via,neutral
1030,Production Designer to about everything from his background to his work on ' s …,neutral
1031,I ' just watched episode S06 | E05 of !,neutral
1032,"Luciferase ' t mean "" Juice "" or anything like it . It was used early on in Covid research and is not …",positive
1033,"If the will use the Time Travel again , I need Aurora in the Multiverse , because she that …",neutral
1034,"The Flash will play with the Time Travel again ? Aurora that power , so I want a cameo with her in th …",positive
1035,Demonology - The History of hell satan mythology demonology The Demonic History of …,negative
1036,"I saw a few , but got distracted when season 6 . I did like . Also "" Land "" was very good .",positive
1037,I ' just watched episode S06 | E04 of !,neutral
1038,mor3 Oh yes LuciferSeason6,positive
1039,"A few ago , as an effort to try and recover my love for art , I did a few just the way I did when I fi …",positive
1040,Modeling my first set of 3D printed . They ' re coming in a six - pack complete with tassel hardware . I …,neutral
1041,"A few ago , as an effort to try and revive my love for art , I did what I originally did about a decade ago , w …",positive
1042,Cartoon ~ ~ ~ lucitober2021 LuciferSeason6 …,neutral
1043,Day 6 : Hope You just took the first step in forgiving yourself heartbeatpleading LuciferSeason4 hope …,positive
1044,I ' just watched episode S06 | E05 of !,neutral
1045,- I have just got to the musical episode of ( S5 : E10 ) What is it with US and their obsession wit …,negative
1046,Ay it ’ s Rory scream,negative
1047,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ‍ Decker （ …,neutral
1048,Destroy me I ' m begging hotfirehot,negative
1049,THANK YOU PAOLO THANK YOU FINALLY hothothot,positive
1050,I ' just watched episode S04 | E04 of !,neutral
1051,"Damn , is super emotional",positive
1052,Dont have time lately to watch anything but I finished . Being emotionally to these …,neutral
1053,"if you the ending , i respect you . if you ’ t like the ending , i respect you . everyone …",positive
1054,"desired to be God , so he reversed the view of by calling Himself ( God ) the creator of all . It …",positive
1055,Good evening and a good to my and everyone ! Hope your day was good ! And to make the end of the …,positive
1056,135 days till LUX2 I can ‘ t wait to meet the cast but also to celebrate with tropical drinktropical drink Convention by …,positive
1057,So grateful that Rory got to see just how amazing of a man truly is - especially when it comes to the love …,positive
1058,"Show me one person who ' t have a huge smile on his face right now , one !! smiling face with three heartssmiling face with three heartsred heartred heart …",positive
1059,"Yet another reason Rory decided to give them some private time . winksmirksmiling imp Look at those . Gosh , I love them so dam …",positive
1060,I can hear his voice joy still one of my favorite joy,positive
1061,S5 Ep10 made me smile,positive
1062,I ' just watched episode S06 | E06 of !,neutral
1063,This is SO cute !! SO good ! Beautiful ! Those sweet of mother & ; daughter ! heart eyessmiling face with three heartssmiling imp LOVELY job ! Your is …,positive
1064,Can we just go back to this scene & ; discuss how made herself @ home enough to put on one of ' s …,neutral
1065,My goodness ... this is like a photograph ! heart eyesheart eyes GORGEOUS !! So beautiful ! at the talent of the . pleadingsmiling face with three heartssmiling imp…,positive
1066,red heart In the part of ' s heart a place where there was nothing before there is love .smiling face with three hearts original camera credit :…,positive
1067,"NEW month ... ( month , my favorite ghostjack o lantern). NEW ’ s * charming face * calendar page ! upside down face",positive
1068,this is why we can ’ t have nice,positive
1069,I ' just watched episode S04 | E03 of !,neutral
1070,red heart When use her last breath to say I love you to pleadingsob original camera credit : camera: …,positive
1071,I ' m on the show help . I want to draw and detective pleadingred heartsmiling imp,positive
1072,This is not revenge . This is simply the will of God . I AM THE REINCARNATION OF THE …,positive
1073,Final Season Behind - The - Entertainment final,positive
1074,Day5 : Raven I ' m slowly getting good at this inktober2021 inktober2021day5 …,positive
1075,19 days to go ! But actually there are a few more days . The premiere is on a ... do you wait until the weekend ?…,neutral
1076,Stop being KIND You are the devil,negative
1077,I ' just watched episode S04 | E02 of !,neutral
1078,I ' just watched episode S04 | E01 of !,neutral
1079,Was 12 . ( Season 6 - 10epi ) is great as always . One of my . Mass ok handok hand My Rating - 4 . 25 / 5 fire…,positive
1080,( ): 15 Behind - The - That You Can Keep Close To Your Heart Even After You Finish The Final …,negative
1081,firefire Episode 26 is officially up and it ' s our most dark yet !firefire This week we talk about . What is true and myth ?…,positive
1082,Still no here .,negative
1083,100 % not a fan of ' s ending . I understand why they did it like that but honestly ' t like it at all .,positive
1084,I someone else “ What is it you desire ?” “ ” joyrofl,positive
1085,Nancy Lee - she may as well be talking about herself ! The egotistical bully is exactly like a dangerous …,negative
1086,add & ; audio . For below dark …,neutral
1087,add & ; audio . For below dark …,neutral
1088,add & ; audio . For below dark …,neutral
1089,add & ; audio . For below dark …,neutral
1090,add & ; audio . For below dark …,neutral
1091,add & ; audio . For below dark …,neutral
1092,add & ; audio . For below dark …,neutral
1093,add & ; audio . For below dark …,neutral
1094,add & ; audio . For below dark …,neutral
1095,add & ; audio . For below dark …,neutral
1096,add & ; audio . For below dark …,neutral
1097,add & ; audio . For below dark …,neutral
1098,add & ; audio . For below dark …,neutral
1099,add & ; audio . For below dark …,neutral
1100,add & ; audio . For below dark …,neutral
1101,"Now we get Pop Up Parade to go with ! Come to me , ! heart eyes",neutral
1102,Daily ... we ' see if anything actually comes …,neutral
1103,torture the with '' on repeat '' roflroflrofl,negative
1104,Time for daily ... 1 ) : Ready for a movie ?! Join our page !…,positive
1105,⛧⛧ Rend the veil !⛧⛧🡆⛧ SORCERY BLACK COMMANDING SPELL ⛧ illuminati …,neutral
1106,"I just watched 4x05 "" Expire Erect """,neutral
1107,"If the ever at my search history they ' d find like "" black shimmy belt rhinestone "", "" panel …",positive
1108,DON ' T MISS OUT ! Watch ( ticketticket link below ) screenPLAY …,negative
1109,[ Update ] dog on junyong95 NOIR UP THE SKY …,neutral
1110,’ s is heart and soul,neutral
1111,I ' been y ’ all of : S05 | E15 of !,neutral
1112,"Edit after . As Always , its for red heart See Full Video Here :…",neutral
1113,FINALLY ! We are back with a reaction ! This song is just absolutely incredible and of course we IT ! Our …,neutral
1114,Find someone who on you the same as on heart eyeswhite heart,neutral
1115,Reply to this question on GIF smiling impwink,positive
1116,I ' just watched episode S06 | E03 of !,neutral
1117,"I am starting to read the , ! I ' be choosing two soon ! Thanks to all who …",positive
1118,"Do you believe in afterlife ? If yes , where you wish to be and what do you think is out there ? There ’ s so many thing …",positive
1119,10 That Took Several To Get Good Angel,positive
1120,supremacy,positive
1121,them & ;,neutral
1122,Just leave these on ‘ seen ’ sweat smile YOU,positive
1123,add & ; audio . For below dark …,neutral
1124,Them kissing each other ’ s and and . I mean we won right ?????,positive
1125,"Any out there ? Anyone else sob uncontrollably during the second to last episode ? ( And then go "" huh ?"" at the last episode ?)",negative
1126,"I have two , a ) Rory without to leave or b ) he Rory and to leave / he , …",positive
1127,"| "" When you ' re more alike than you think "" |",neutral
1128,"| "" When you ' re more alike than you think "" |",neutral
1129,"The . I mean I don ’ t want to talk on behalf of the whole fandom , especially when I haven ’ t seen the ending …",positive
1130,Episode 9 . I don ’ t think I have the . What a high quality episode . Firstly the tension was REAL . Oh go …,negative
1131,"Like my new mask , it ' s from ' s . I got it from …",positive
1132,93 You me of,neutral
1133,", the official account is still giving out ! I just won something ! So , you might still , too ! heart suit",positive
1134,i ' t write this but this is exactly why i the ending triumphtriumph ( i know it came out ago but i ' m …,neutral
1135,"TEMPLE OF SATAN / BRAZIL - new message , read the image below : satan satanic demon …",neutral
1136,"Going through for the first time and just finished the musical episode , absolutely the highlight of the series so far",positive
1137,I ' just watched episode S06 | E07 of !,neutral
1138,His charm is unreal …,positive
1139,I ' just watched episode S06 | E05 of !,neutral
1140,* and are doing something absurdly dangerous * : I think did something like this once ! W …,negative
1141,Who is your character from ?,neutral
1142,"Personally , finding my path both came out of nowhere and at the same time was the most natural thing ever . …",positive
1143,@ @ @ I pray for infinite protection from the Real Against …,positive
1144,Can ’ t stop watching smiling face with three hearts,positive
1145,"Tale padre , tale smiling imp Posted • when you ' re more alike than you think smiling imp …",positive
1146,I ' just watched episode S06 | E04 of !,neutral
1147,…,neutral
1148,"6th : Hope . "" This is real , ' t it ?"" Irredeemable character who ' t believe he love . Right i …",positive
1149,I ' m so excited you are watching heart eyesheart eyesheart eyes,positive
1150,Genius by birth devil by choice ...black heartsmiling imp . . . . . . . . . .,negative
1151,???,neutral
1152,We have another reaction coming out tonight !! It been a while since we watched and we the …,neutral
1153,"It ‘ s the strawberry that me smile Just , sort of , of course it ‘ s his smile … and the hair wink…",positive
1154,Stole this line from ! Have you watched it on ? hell,negative
1155,@ @ @ I pray for infinite protection from the Real Against …,positive
1156,Good,positive
1157,Repost on : “ a Devil of a time with himself … . This one is for you …,negative
1158,"I wish you an awesome and beautiful and amazing day to all of you , and my ! Just for you …",positive
1159,"5 : Mum . Really not feeling it today so please bare with me . Ended up to go with this style since , one …",positive
1160,I ' just watched again ... I have no life,negative
1161,Just finished and I can ’ t stop crying broken heartsob it ’ s such a bittersweet ending it my heart that ’ t …,negative
1162,"6x04 "" Pin the Tail on the Daddy "" ★★★★★★★☆☆☆",neutral
1163,"phoenix , as a personal name in the context , is from early Church tradition t …",neutral
1164,from Way to go smiling impred heart …,positive
1165,How well do you know ? A Quiz !,positive
1166,I ' just watched episode S06 | E02 of !,neutral
1167,season 6 pleading b cutting wearyweary it,negative
1168,I ' just watched episode S06 | E03 ( Dabba Do Me ) of !,neutral
1169,Cartoon ~ ~ ~ …,neutral
1170,: hubby heart exclamationpleading,neutral
1171,I ' just watched episode S06 | E08 of ! ?,neutral
1172,I ' just watched episode S06 | E02 ( of Baggage ) of !,neutral
1173,"All this journey a truly happy living in the life he always desired , A living hap …",positive
1174,I miss you Buddy !,negative
1175,I ' just watched episode S06 | E02 of !,neutral
1176,I ' just watched the episode S06 | E05 of !,neutral
1177,I need a like Maze,positive
1178,"So done with today . roll eyes Thank goodness for & ; the to keep me sane . smiling imppray For my sanity ' s sake , I ' m …",positive
1179,Ultimate intimacy . heart eyes This is SO beautiful - especially side - by - side . You keep killing me with these BE …,positive
1180,"Daddy ! is extra gorgeous . heart eyesheart eyes I love the double . joyfire In seriousness , I love ' s progression …",positive
1181,I ' just watched episode S05 | E13 of !,neutral
1182,Gorgeous . heart eyesheart eyes He ' s completely lost in his and then he and his whole being up ! pleadingheartsmiling imp So be …,positive
1183,I this little surprise . You really ' s surprise and little ' s adorableness . heart eyesheart…,positive
1184,"This made me smile through the . She was AND she him "" Dad "" - what else could he desire ? pleading🥲smiling imp ( …",positive
1185,"Love this edit ! Like father , like daughter . smiling impheart LuciferSeason6",positive
1186,I ' just watched episode S06 | E10 of !,neutral
1187,"I ' just watched episode S06 | E08 - Save the Devil , Save the World of !",positive
1188,"is one of the best , most interesting , series ever !!! Shout out to for making a black man …",positive
1189,So the end of is super good and all but I don ’ t know how I feel about them a new character for t …,positive
1190,I ' just watched episode S03 | E26 of !,neutral
1191,I ' just watched episode S06 | E07 - My Best Fiend ' s Wedding of !,positive
1192,Good night,positive
1193,Here ' s your daily random dose of ! arrow right arrow right Multiverse,neutral
1194,I ' just watched episode S03 | E25 of !,neutral
1195,I ' just watched episode S06 | E01 ( Nothing Ever Around Here ) of ! …,neutral
1196,"What a pair . If to dance , you dance .",neutral
1197,I ' just watched episode S06 | E03 of !,neutral
1198,Please vote for ' s ' Choice . …,positive
1199,.. any chance of another smiling imp con pleadingpleadingpleading pretty please pray it ’ s a long wait til next year …,positive
1200,"In 20 time , someone is bring up in a sudden burst of nostalgia and I ' m immediately be li …",neutral
1201,I ' just watched episode S03 | E24 of !,neutral
1202,is the only show on FAITHFULLY !! They dropping like Rob over there wearyjoy,positive
1203,I ' just watched episode S06 | E03 of !,neutral
1204,TOP 5 Demonic demon hell satan You may be to learn that the calendar that we ' b …,negative
1205,// day 6 - kinktober2021,neutral
1206,Season 6 is a piece of ! Just a - propaganda Totally useless … Fortunately i ’ m not paying …,negative
1207,: de Rory .,neutral
1208,I ' just watched episode S03 | E23 of !,neutral
1209,It ' s taking me forever to get his bulter outfit ...,neutral
1210,Witch ' s Rosary - - white quartzite & ; garnet …,negative
1211,need to stop killing the character that is trying to become better . unamused 13reasonswhy,negative
1212,"GUEST ANNOUNCEMENT 26 - 27 , 2022 …",neutral
1213,small orange diamond Part 9 as ! ' s entering the fray ! small orange diamond Feeling much better after everything and can ' t say thank you …,positive
1214,i love series so much .. just of and .. they are so lovely to my heart eyes catheart…,positive
1215,"Yes , , are the best ! blush",positive
1216,This so well for the fandom right now also ! T . H . I . N . K .,positive
1217,Not pregnant,neutral
1218,Prince Charming heart eyesheart eyesheart eyes,positive
1219,I ' just watched episode S03 | E22 of !,neutral
1220,I think and should meet .,neutral
1221,I ’ miss this show rofl,positive
1222,“ ” Day 5 : Lucitober2021 Luciferseason6 …,neutral
1223,Good evening my and everyone ! Hope you ’ all had a great so far ! And to make the end of the day …,positive
1224,I ' just watched episode S03 | E21 of !,neutral
1225,And that ’ s exactly what those who have bee …,neutral
1226,; I love you Decker heart ; I love you too heart,positive
1227,"Following the last thread , here we go . The devil out .",negative
1228,On the train . Done with work . Time to watch season two of smiling imp One of the main to watch this show is …,positive
1229,I hope Josh ( ) still content when his problem is sorted out pensive,positive
1230,They off Dan in such a sad way . sob,negative
1231,What did I say in March 2018 ? Since then we have had : Up …,neutral
1232,I know perfectly well who you are . You have given me a lot to ponder and think about and I love you deeply for this …,positive
1233,I ' just watched episode S06 | E05 of !,neutral
1234,"For the love of Pete , hell needs a therapist . yes , I realize that this is probably not going to be a plot point .",positive
1235,Absolutely beautiful !!!heartheartheart heartsmiling impheart inktober2021,positive
1236,"Imagine being the therapist to 4 celestial , the Devil , the Goddess of Creation , an Archangel and a demon .",negative
1237,Did I mention the relief ? 🥲🥲,positive
1238,are - or not ? smiling imp How you like my latest design ? camera …,positive
1239,I ' just watched S06 | E10 of,neutral
1240,Thank you for this -- so appreciate all our gif who stretch the magical for us to e …,positive
1241,This is me but after I watched LuciferSeason6,neutral
1242,There are certain in life we cannot do anything about . And He Leaves ..,positive
1243,I ' just watched episode S03 | E19 of !,neutral
1244,"I ' m watching 6x10 "" ‘ Til the End """,neutral
1245,"Want to own my "" chair back "" from that I used for Season 3 ? You can bid on it here",positive
1246,": While I ’ m gone , , you ’ re in charge . : Yes !!! , whispering : Dan , you ’ re secretly in charge …",positive
1247,Top 10 Global en 1 . 2 . Maid 3 . 4 . 5 .…,positive
1248,Bid here for my dress I wore to season 3 press .,neutral
1249,20 more days ! Hey ! Do you have any good on how to avoid ? Than …,positive
1250,"Please oh please oh please that be , make this happen !! money with wings money with wings",positive
1251,"One thing went right today : Ch3 of "" A Unique Guilt Trip "" now been posted on AO3 . two heartssmiling imp Future Dan S1 .…",negative
1252,I ’ do the same !!! Can ’ t wait for it !! smiling impheart,positive
1253,Is the script book happening ? Because there is no limit to the amount of money I will pay for that !moneybagsmiling imp,negative
1254,I ' just watched episode S06 | E07 of !,neutral
1255,mor3 Great research to be of !!firefiresmiling impheartheart… Definitely interested !!!blush+1kissing heartkissing heart heart,positive
1256,mor3 4 Totally agree with you !!blushsmiling impheartfirefirefire heartsmiling impheart,positive
1257,Some appreciation tweet !! blushblushfirefire,positive
1258,Gorgeous !!!heartheartheartclapclapclap smiling impheart inktober2021,positive
1259,Repost from juned0tt on : “ Met this hot piece of booty .. I mean ... ! Holly . is on …,neutral
1260,It ' s the relief on her face for me . The lone tear of relief ... A relief that death only to people who have h …,positive
1261,Read these fine over the last few days !,positive
1262,I haven ' t been available to watch and it ' s killing me,negative
1263,I ' just watched episode S03 | E18 of !,neutral
1264,I just give a for being the light at the end of the tunnel,neutral
1265,Good afternoon heart smiling imp kissing heart wish y ' all a wonderful heart …,positive
1266,I ' just watched episode S06 | E10 of !,neutral
1267,I ' just watched episode S06 | E09 of !,neutral
1268,"So sweet ! I have the firm belief that he listed in his phone as "" ( My Detective )"" pleadingheartsmiling imp Love this …",positive
1269,Cartoon Maze firedagger selector ~ ~ ~ LuciferSeason6 …,neutral
1270,"How long do you miss writing about ? in short , let you take the momentum of the story and …",negative
1271,That ' s all summed up - hot & ; beautiful at the same time . pleadingfireheartsmiling imp Love how she just made herself at home …,positive
1272,! I love this parallel ! pleading communicating through music . Forming that bond with his . This is so beauti …,positive
1273,"Girl Power !! heartfacepunch All three of you are . smiling face with three heartsfire Love you ! two hearts Thanks for , ! smiling imp …",positive
1274,My goodness this is beautiful !! heart eyes I can feel the tender love through the art . Stunning work !! hugs One of my …,positive
1275,""" !"" I can hear him here . heart eyes This is incredible . Beautiful job !! heartsmiling imp Lucitober2021 …",positive
1276,I ' just watched episode S06 | E09 of !,neutral
1277,"This is absolutely , incredibly GORGEOUS !!!! heart eyesfire This is like a photograph ! You can feel ' s here . …",positive
1278,⛧⛧ Cast forth your will !⛧⛧🡆 The Eternal Gateway of the 2 . 0 Imperium Ascendant illuminati …,neutral
1279,Me : season 5 the messy brilliance of the first two ? Season 5 :,positive
1280,"THE ELDER ( c . 1525 - 1569 ), "" Fall of the Rebel "", 1562 . Royal Museum of Fine , , Be …",positive
1281,"Random question , do you like ? slightly smiling face",positive
1282,"it so much , wish I could get more ! But you did so great ! heart …",positive
1283,"There are times I think to myself , "" Well , I ' be damned . I think I ' m going to be ."" Then I remember …",negative
1284,lo Morning star char ramp loading firefirefire Prabhas25,neutral
1285,Look at her fire,negative
1286,It ' s very funny smile My at work told me to shut up because I was talking about all day . Now they have …,positive
1287,"And it all ... WENT TO HELL yesterday ! smiling imp Our had fun , can ' t you tell by their sketchy pie ?! fire Even …",negative
1288,Bring more everyone ! ( I ' do yours later today - still working here ) Between 1 - 33 ( I see u …,neutral
1289,Just finally finished . Who would ' thought that a show where the Devil to LA would make me cry so hard,negative
1290,i thought it ' s about like won new surprise like …,positive
1291,mor3 now you understand well what all men do while watching same hot of and maybe yours : P,positive
1292,: ' Til the End by An Honest () LuciferSeason6 …,positive
1293,I can ’ t with these two . joyjoy Devil …,negative
1294,I ' just watched episode S06 | E01 of !,neutral
1295,"Aiming for a release for GUARDIAN ! Long before , Nick the unsavory task of r …",negative
1296,I ’ m sorry but ‘ s musical episode is the most unnecessary and thing I ’ watched in a long time …,negative
1297,pleadingsobbroken heart Could it be more CUTE ?? LuciferSeason6,positive
1298,": Is something burning ? : Just my love for you . : , the toaster is on fire .",positive
1299,Best line of is telling an parent to ‘ park your helicopter ’.,positive
1300,"Day 5 : "" Sometimes when you care about people , you have to go through pain and loss . But that ’ s the price of j …",negative
1301,add & ; audio . For below dark …,neutral
1302,Translation and politics are a,neutral
1303,my out after finally watching the finale of … this is why i delay watching the final season o …,negative
1304,"5 : Mum . Really not feeling it today so please bare with me . Ended up to go with this style since , one …",positive
1305,"TEMPLE OF SATAN / BRAZIL - new message , read the image below : satan satanic demon …",neutral
1306,"mega New ! "" 3 - Our Brother , Satan "" on agency brother church devil divine family glory …",positive
1307,Get my art printed on awesome . Support me at : …,positive
1308,When you get a home and hubby it up funny,positive
1309,so many me scream,negative
1310,. on . ' Is & ; Wicked Than ' ’ On 2 ...…,negative
1311,: ' Til the End ( review by An Honest ) LuciferSeason6 …,positive
1312,", standing with their back turned : I ’ been you , . : How did you do that without …",neutral
1313,x I do believe in our impossibly …,neutral
1314,Like 13 Only 1 1st 10 only 1 Tez away …,positive
1315,I guess knew about also fireroll eyes,neutral
1316,"I agree . He a shiny , suit and like one of ' s . Which he is .",positive
1317,"I ’ been seeing some movie / talk , and just because , here are my . I it up and the …",neutral
1318,// Imagine the final scene of the episode “ Who ’ s da New King of Hell ” ( 4 × 10 ) but instead of it being …,negative
1319,I ' just watched episode S06 | E10 of !,neutral
1320,Like 1st 10 Only 1 Tez To keep away Rest will be big money …,positive
1321,Do you remember when you Twitter ? I do ! whoa wonder what I for …,neutral
1322,"Good morning , i ' m just so in love with his smile smiling face with three hearts",positive
1323,"""... in a beautiful world "" | Creep | lucitober2021 day 4 - music I love when ... creep is one of my …",positive
1324,muscleheartheartclap… Hello !!! heart smiling impheart,positive
1325,Nostalgia Any of my Twitter ever seen It ’ s amazing . If you …,positive
1326,I THINK THAT ' S THE BEST RANDOM EVER Supernatural,positive
1327,add & ; audio . For below dark …,neutral
1328,add & ; audio . For below dark …,neutral
1329,I ' just watched episode S06 | E09 of !,neutral
1330,A little devil for a stormy night . A tip of the hat to and ... . . . …,negative
1331,Just because ... 666 …,neutral
1332,"Said the mystic , Last twelve of war have begun . have come on the side of good while …",negative
